"f","fname","instr","value"
"https://mkg.com/data#sigprocmask","sigprocmask","https://mkg.com/data#ins_00401000","qword ptr [0x0060b018]"
"https://mkg.com/data#negotiate","negotiate","https://mkg.com/data#ins_00403441","0x004034cc"
"https://mkg.com/data#ntohl","ntohl","https://mkg.com/data#ins_004012f0","qword ptr [0x0060b190]"
"https://mkg.com/data#processCmd","processCmd","https://mkg.com/data#ins_00407aa1","0x00407aa6"
"https://mkg.com/data#printi","printi","https://mkg.com/data#ins_00408f05","0x00408ea8"
"https://mkg.com/data#recvLine","recvLine","https://mkg.com/data#ins_00402f94","0x00402f03"
"https://mkg.com/data#print","print","https://mkg.com/data#ins_00401a1a","0x00401a1f"
"https://mkg.com/data#malloc","malloc","https://mkg.com/data#ins_00401260","qword ptr [0x0060b148]"
"https://mkg.com/data#negotiate","negotiate","https://mkg.com/data#ins_004033e1","0x004033e6"
"https://mkg.com/data#processCmd","processCmd","https://mkg.com/data#ins_004077a6","0x0040780f"
"https://mkg.com/data#getOurIP","getOurIP","https://mkg.com/data#ins_00408217","0x0040817d"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_00404910","0x0040496f"
"https://mkg.com/data#negotiate","negotiate","https://mkg.com/data#ins_00403403","0x00403519"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_00404d6c","0x00405cd7"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_00404672","0x00404677"
"https://mkg.com/data#main","main","https://mkg.com/data#ins_00408438","0x00408454"
"https://mkg.com/data#initConnection","initConnection","https://mkg.com/data#ins_00407f6d","0x00407f83"
"https://mkg.com/data#sendJUNK","sendJUNK","https://mkg.com/data#ins_00406c69","0x00406ca9"
"https://mkg.com/data#htons","htons","https://mkg.com/data#ins_004010e0","qword ptr [0x0060b088]"
"https://mkg.com/data#fdpopen","fdpopen","https://mkg.com/data#ins_00402365","0x00402397"
"https://mkg.com/data#kill","kill","https://mkg.com/data#ins_00401230","qword ptr [0x0060b130]"
"https://mkg.com/data#pipe","pipe","https://mkg.com/data#ins_00401180","qword ptr [0x0060b0d8]"
"https://mkg.com/data#print","print","https://mkg.com/data#ins_00401aed","0x00401e1f"
"https://mkg.com/data#sendUDP","sendUDP","https://mkg.com/data#ins_00405f9d","0x00405fba"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_00404b21","0x00405cdc"
"https://mkg.com/data#main","main","https://mkg.com/data#ins_00408c77","0x00408c7c"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_004059a2","0x00405cd7"
"https://mkg.com/data#matchPrompt","matchPrompt","https://mkg.com/data#ins_0040364a","0x0040365d"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_004041c8","0x004041cd"
"https://mkg.com/data#prints","prints","https://mkg.com/data#ins_00408d3d","0x00408d42"
"https://mkg.com/data#write","write","https://mkg.com/data#ins_00401090","qword ptr [0x0060b060]"
"https://mkg.com/data#main","main","https://mkg.com/data#ins_00408c00","0x00408b27"
"https://mkg.com/data#main","main","https://mkg.com/data#ins_00408687","0x0040863d"
"https://mkg.com/data#init_rand","init_rand","https://mkg.com/data#ins_00401517","0x004014ce"
"https://mkg.com/data#initConnection","initConnection","https://mkg.com/data#ins_00408061","0x0040806d"
"https://mkg.com/data#printi","printi","https://mkg.com/data#ins_00408f65","0x00408f6a"
"https://mkg.com/data#main","main","https://mkg.com/data#ins_004087f8","0x00408511"
"https://mkg.com/data#prints","prints","https://mkg.com/data#ins_00408d17","0x00408d27"
"https://mkg.com/data#main","main","https://mkg.com/data#ins_00408940","0x004088e8"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_00405346","0x00405cdc"
"https://mkg.com/data#processCmd","processCmd","https://mkg.com/data#ins_00407e53","0x00407e58"
"https://mkg.com/data#prints","prints","https://mkg.com/data#ins_00408d7e","0x00408d56"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_0040490b","0x00405cdc"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_00404300","0x00405cd7"
"https://mkg.com/data#sendUDP","sendUDP","https://mkg.com/data#ins_00405f36","0x0040622d"
"https://mkg.com/data#prints","prints","https://mkg.com/data#ins_00408cff","0x00408cdd"
"https://mkg.com/data#processCmd","processCmd","https://mkg.com/data#ins_0040780f","0x00407814"
"https://mkg.com/data#free","free","https://mkg.com/data#ins_00401010","qword ptr [0x0060b020]"
"https://mkg.com/data#getdtablesize","getdtablesize","https://mkg.com/data#ins_00401350","qword ptr [0x0060b1c0]"
"https://mkg.com/data#processCmd","processCmd","https://mkg.com/data#ins_004074a3","0x00407eeb"
"https://mkg.com/data#processCmd","processCmd","https://mkg.com/data#ins_00407ec3","0x00407ec8"
"https://mkg.com/data#prints","prints","https://mkg.com/data#ins_00408dc4","0x00408dc9"
"https://mkg.com/data#sendUDP","sendUDP","https://mkg.com/data#ins_00406213","0x0040611e"
"https://mkg.com/data#processCmd","processCmd","https://mkg.com/data#ins_00407494","0x00407eeb"
"https://mkg.com/data#processCmd","processCmd","https://mkg.com/data#ins_00407a2d","0x00407aa1"
"https://mkg.com/data#setsid","setsid","https://mkg.com/data#ins_00401190","qword ptr [0x0060b0e0]"
"https://mkg.com/data#processCmd","processCmd","https://mkg.com/data#ins_00407c1f","0x00407c24"
"https://mkg.com/data#trim","trim","https://mkg.com/data#ins_004016b7","0x00401687"
"https://mkg.com/data#getpid","getpid","https://mkg.com/data#ins_004010a0","qword ptr [0x0060b068]"
"https://mkg.com/data#negotiate","negotiate","https://mkg.com/data#ins_004033f7","0x004033fc"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_004043b9","0x0040446e"
"https://mkg.com/data#main","main","https://mkg.com/data#ins_004089dc","0x00408511"
"https://mkg.com/data#sendHOLD","sendHOLD","https://mkg.com/data#ins_00407159","0x00407199"
"https://mkg.com/data#print","print","https://mkg.com/data#ins_00401da5","0x00401dc7"
"https://mkg.com/data#sendTCP","sendTCP","https://mkg.com/data#ins_004062bc","0x0040684e"
"https://mkg.com/data#main","main","https://mkg.com/data#ins_004089ad","0x0040896f"
"https://mkg.com/data#sigemptyset","sigemptyset","https://mkg.com/data#ins_00401220","qword ptr [0x0060b128]"
"https://mkg.com/data#FUN_00400ff0","FUN_00400ff0","https://mkg.com/data#ins_00400ff6","qword ptr [0x0060b010]"
"https://mkg.com/data#wildString","wildString","https://mkg.com/data#ins_0040276a","0x0040283f"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_00404bdc","0x00405cd7"
"https://mkg.com/data#printi","printi","https://mkg.com/data#ins_00408f4d","0x00408f65"
"https://mkg.com/data#sendTCP","sendTCP","https://mkg.com/data#ins_0040639c","0x004063b9"
"https://mkg.com/data#wildString","wildString","https://mkg.com/data#ins_00402742","0x00402747"
"https://mkg.com/data#processCmd","processCmd","https://mkg.com/data#ins_00407ea0","0x00407ec3"
"https://mkg.com/data#sendUDP","sendUDP","https://mkg.com/data#ins_0040609d","0x004060b9"
"https://mkg.com/data#srand","srand","https://mkg.com/data#ins_004011d0","qword ptr [0x0060b100]"
"https://mkg.com/data#print","print","https://mkg.com/data#ins_00401a07","0x00401a1f"
"https://mkg.com/data#print","print","https://mkg.com/data#ins_00401c16","0x00401c38"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_00404184","0x00404111"
"https://mkg.com/data#getBogos","getBogos","https://mkg.com/data#ins_00402a50","0x00402a55"
"https://mkg.com/data#getOurIP","getOurIP","https://mkg.com/data#ins_004080af","0x004082e4"
"https://mkg.com/data#readUntil","readUntil","https://mkg.com/data#ins_00403965","0x00403974"
"https://mkg.com/data#recvLine","recvLine","https://mkg.com/data#ins_00402dbb","0x00402dc0"
"https://mkg.com/data#sendJUNK","sendJUNK","https://mkg.com/data#ins_00406ca4","0x00406ca9"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_004041e2","0x004041e7"
"https://mkg.com/data#processCmd","processCmd","https://mkg.com/data#ins_00407d0f","0x00407d93"
"https://mkg.com/data#getBogos","getBogos","https://mkg.com/data#ins_00402ac2","0x00402ae7"
"https://mkg.com/data#sendJUNK","sendJUNK","https://mkg.com/data#ins_004068c6","0x00406d4a"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_00405a47","0x00405cd7"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_0040557d","0x00405cd7"
"https://mkg.com/data#sendHOLD","sendHOLD","https://mkg.com/data#ins_00407194","0x00407199"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_004053de","0x00405cdc"
"https://mkg.com/data#connectTimeout","connectTimeout","https://mkg.com/data#ins_00403233","0x00403244"
"https://mkg.com/data#sendUDP","sendUDP","https://mkg.com/data#ins_00405e84","0x00405ea3"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_00405622","0x00405cd7"
"https://mkg.com/data#sendTCP","sendTCP","https://mkg.com/data#ins_004066db","0x004066f7"
"https://mkg.com/data#sendHOLD","sendHOLD","https://mkg.com/data#ins_004071d8","0x004071dd"
"https://mkg.com/data#readUntil","readUntil","https://mkg.com/data#ins_004038ef","0x00403991"
"https://mkg.com/data#sendHOLD","sendHOLD","https://mkg.com/data#ins_00406ed9","0x00406ede"
"https://mkg.com/data#fork","fork","https://mkg.com/data#ins_00401330","qword ptr [0x0060b1b0]"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_0040541d","0x00405cdc"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_00405ce5","0x0040419a"
"https://mkg.com/data#negotiate","negotiate","https://mkg.com/data#ins_004034c2","0x004034c7"
"https://mkg.com/data#dup2","dup2","https://mkg.com/data#ins_004010f0","qword ptr [0x0060b090]"
"https://mkg.com/data#processCmd","processCmd","https://mkg.com/data#ins_0040794e","0x00407963"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_00404469","0x0040446e"
"https://mkg.com/data#wildString","wildString","https://mkg.com/data#ins_00402756","0x0040275b"
"https://mkg.com/data#connectTimeout","connectTimeout","https://mkg.com/data#ins_00403244","0x00403255"
"https://mkg.com/data#sendTCP","sendTCP","https://mkg.com/data#ins_00406672","0x00406677"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_00404523","0x00405cdc"
"https://mkg.com/data#print","print","https://mkg.com/data#ins_00401d54","0x00401e1f"
"https://mkg.com/data#sendTCP","sendTCP","https://mkg.com/data#ins_00406612","0x00406672"
"https://mkg.com/data#memset","memset","https://mkg.com/data#ins_00401140","qword ptr [0x0060b0b8]"
"https://mkg.com/data#isspace","isspace","https://mkg.com/data#ins_004011a0","qword ptr [0x0060b0e8]"
"https://mkg.com/data#fdgets","fdgets","https://mkg.com/data#ins_00402637","0x0040266c"
"https://mkg.com/data#close","close","https://mkg.com/data#ins_00401170","qword ptr [0x0060b0d0]"
"https://mkg.com/data#sendJUNK","sendJUNK","https://mkg.com/data#ins_00406abd","0x00406ad2"
"https://mkg.com/data#sendTCP","sendTCP","https://mkg.com/data#ins_00406576","0x00406681"
"https://mkg.com/data#print","print","https://mkg.com/data#ins_00401df2","0x00401e1f"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_004042b2","0x004042b7"
"https://mkg.com/data#frame_dummy","frame_dummy","https://mkg.com/data#ins_00401481","0x00401400"
"https://mkg.com/data#sendUDP","sendUDP","https://mkg.com/data#ins_00405dc9","0x0040622d"
"https://mkg.com/data#time","time","https://mkg.com/data#ins_00401240","qword ptr [0x0060b138]"
"https://mkg.com/data#sendJUNK","sendJUNK","https://mkg.com/data#ins_00406ca9","0x00406d2b"
"https://mkg.com/data#fcntl","fcntl","https://mkg.com/data#ins_00401080","qword ptr [0x0060b058]"
"https://mkg.com/data#sendTCP","sendTCP","https://mkg.com/data#ins_00406698","0x0040653c"
"https://mkg.com/data#sendTCP","sendTCP","https://mkg.com/data#ins_004065de","0x00406677"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_00405987","0x00405cdc"
"https://mkg.com/data#inet_ntoa","inet_ntoa","https://mkg.com/data#ins_004010b0","qword ptr [0x0060b070]"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_004042cc","0x004042d1"
"https://mkg.com/data#connectTimeout","connectTimeout","https://mkg.com/data#ins_00403255","0x0040325a"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_00405a2c","0x00405cdc"
"https://mkg.com/data#matchPrompt","matchPrompt","https://mkg.com/data#ins_00403584","0x00403589"
"https://mkg.com/data#sendUDP","sendUDP","https://mkg.com/data#ins_00405f87","0x00405f42"
"https://mkg.com/data#sendto","sendto","https://mkg.com/data#ins_00401160","qword ptr [0x0060b0c8]"
"https://mkg.com/data#main","main","https://mkg.com/data#ins_004086ab","0x004086b0"
"https://mkg.com/data#main","main","https://mkg.com/data#ins_00408c6d","0x00408c38"
"https://mkg.com/data#connectTimeout","connectTimeout","https://mkg.com/data#ins_0040308b","0x004032af"
"https://mkg.com/data#setsockopt","setsockopt","https://mkg.com/data#ins_00401070","qword ptr [0x0060b050]"
"https://mkg.com/data#execl","execl","https://mkg.com/data#ins_00401300","qword ptr [0x0060b198]"
"https://mkg.com/data#ioctl","ioctl","https://mkg.com/data#ins_00401150","qword ptr [0x0060b0c0]"
"https://mkg.com/data#print","print","https://mkg.com/data#ins_004019c5","0x004019e1"
"https://mkg.com/data#recvLine","recvLine","https://mkg.com/data#ins_00402f80","0x00402f99"
"https://mkg.com/data#sendHOLD","sendHOLD","https://mkg.com/data#ins_004072e8","0x00406e69"
"https://mkg.com/data#print","print","https://mkg.com/data#ins_00401983","0x00401929"
"https://mkg.com/data#trim","trim","https://mkg.com/data#ins_0040167c","0x00401634"
"https://mkg.com/data#processCmd","processCmd","https://mkg.com/data#ins_004073f1","0x00407eeb"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_00404cc7","0x00405cdc"
"https://mkg.com/data#trim","trim","https://mkg.com/data#ins_0040162f","0x00401634"
"https://mkg.com/data#readUntil","readUntil","https://mkg.com/data#ins_0040396f","0x00403723"
"https://mkg.com/data#sendTCP","sendTCP","https://mkg.com/data#ins_00406828","0x00406847"
"https://mkg.com/data#sendUDP","sendUDP","https://mkg.com/data#ins_00406175","0x00406191"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_004051b1","0x00405cd7"
"https://mkg.com/data#main","main","https://mkg.com/data#ins_004088b5","0x004088da"
"https://mkg.com/data#print","print","https://mkg.com/data#ins_00401ce3","0x00401d05"
"https://mkg.com/data#sendUDP","sendUDP","https://mkg.com/data#ins_00405e9e","0x00405e28"
"https://mkg.com/data#recv","recv","https://mkg.com/data#ins_00401020","qword ptr [0x0060b028]"
"https://mkg.com/data#processCmd","processCmd","https://mkg.com/data#ins_00407510","0x00407eeb"
"https://mkg.com/data#fdpopen","fdpopen","https://mkg.com/data#ins_004022fe","0x004023d2"
"https://mkg.com/data#sendJUNK","sendJUNK","https://mkg.com/data#ins_00406d39","0x004069a5"
"https://mkg.com/data#processCmd","processCmd","https://mkg.com/data#ins_00407d22","0x00407eeb"
"https://mkg.com/data#sendTCP","sendTCP","https://mkg.com/data#ins_00406646","0x0040666d"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_00404230","0x00404235"
"https://mkg.com/data#sendHOLD","sendHOLD","https://mkg.com/data#ins_004072e3","0x00406e95"
"https://mkg.com/data#processCmd","processCmd","https://mkg.com/data#ins_00407d93","0x00407d98"
"https://mkg.com/data#__gmon_start__","__gmon_start__","https://mkg.com/data#ins_00401380","qword ptr [0x0060aff8]"
"https://mkg.com/data#atoi","atoi","https://mkg.com/data#ins_004012c0","qword ptr [0x0060b178]"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_00404ea8","0x00404ec3"
"https://mkg.com/data#printi","printi","https://mkg.com/data#ins_00408e5f","0x00408f8b"
"https://mkg.com/data#sendTCP","sendTCP","https://mkg.com/data#ins_00406386","0x0040684e"
"https://mkg.com/data#sendHOLD","sendHOLD","https://mkg.com/data#ins_00406db6","0x004072f4"
"https://mkg.com/data#sendHOLD","sendHOLD","https://mkg.com/data#ins_00407199","0x004072d5"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_00405607","0x00405cdc"
"https://mkg.com/data#wildString","wildString","https://mkg.com/data#ins_0040283a","0x004028a5"
"https://mkg.com/data#getsockopt","getsockopt","https://mkg.com/data#ins_004011e0","qword ptr [0x0060b108]"
"https://mkg.com/data#makeRandomStr","makeRandomStr","https://mkg.com/data#ins_00402ca2","0x00402c6d"
"https://mkg.com/data#getRandomPublicIP","getRandomPublicIP","https://mkg.com/data#ins_00403cf0","0x00403d42"
"https://mkg.com/data#print","print","https://mkg.com/data#ins_00401df7","0x00401e1a"
"https://mkg.com/data#negotiate","negotiate","https://mkg.com/data#ins_004034c7","0x004034cc"
"https://mkg.com/data#sendTCP","sendTCP","https://mkg.com/data#ins_00406677","0x0040667c"
"https://mkg.com/data#sendJUNK","sendJUNK","https://mkg.com/data#ins_00406b11","0x00406b16"
"https://mkg.com/data#sendHOLD","sendHOLD","https://mkg.com/data#ins_004072d0","0x004072d5"
"https://mkg.com/data#__errno_location","__errno_location","https://mkg.com/data#ins_00401030","qword ptr [0x0060b030]"
"https://mkg.com/data#processCmd","processCmd","https://mkg.com/data#ins_004077a1","0x00407749"
"https://mkg.com/data#prints","prints","https://mkg.com/data#ins_00408d51","0x00408d56"
"https://mkg.com/data#sigaddset","sigaddset","https://mkg.com/data#ins_00401320","qword ptr [0x0060b1a8]"
"https://mkg.com/data#print","print","https://mkg.com/data#ins_004018b8","0x00401e30"
"https://mkg.com/data#negotiate","negotiate","https://mkg.com/data#ins_00403508","0x00403512"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_00404216","0x0040421b"
"https://mkg.com/data#sendTCP","sendTCP","https://mkg.com/data#ins_0040666d","0x00406672"
"https://mkg.com/data#sendJUNK","sendJUNK","https://mkg.com/data#ins_00406ad2","0x00406d2b"
"https://mkg.com/data#strtok","strtok","https://mkg.com/data#ins_00401290","qword ptr [0x0060b160]"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_00405842","0x00405cdc"
"https://mkg.com/data#sendUDP","sendUDP","https://mkg.com/data#ins_00406207","0x00406226"
"https://mkg.com/data#main","main","https://mkg.com/data#ins_00408454","0x00408459"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_00404ee7","0x00405cdc"
"https://mkg.com/data#sendTCP","sendTCP","https://mkg.com/data#ins_00406337","0x0040684e"
"https://mkg.com/data#sendUDP","sendUDP","https://mkg.com/data#ins_00405ee7","0x0040622d"
"https://mkg.com/data#connectTimeout","connectTimeout","https://mkg.com/data#ins_0040323f","0x004032af"
"https://mkg.com/data#wildString","wildString","https://mkg.com/data#ins_00402779","0x004028a5"
"https://mkg.com/data#uppercase","uppercase","https://mkg.com/data#ins_0040293b","0x0040290c"
"https://mkg.com/data#processCmd","processCmd","https://mkg.com/data#ins_00407bd4","0x00407be9"
"https://mkg.com/data#print","print","https://mkg.com/data#ins_0040195b","0x00401988"
"https://mkg.com/data#getHost","getHost","https://mkg.com/data#ins_004028df","0x004028eb"
"https://mkg.com/data#sendJUNK","sendJUNK","https://mkg.com/data#ins_00406d3e","0x00406979"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_00405562","0x00405cdc"
"https://mkg.com/data#read","read","https://mkg.com/data#ins_004011b0","qword ptr [0x0060b0f0]"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_00405196","0x00405cdc"
"https://mkg.com/data#main","main","https://mkg.com/data#ins_004087e0","0x00408788"
"https://mkg.com/data#getRandomPublicIP","getRandomPublicIP","https://mkg.com/data#ins_00403d3d","0x00403a9f"
"https://mkg.com/data#recvLine","recvLine","https://mkg.com/data#ins_00402ee9","0x00402eee"
"https://mkg.com/data#processCmd","processCmd","https://mkg.com/data#ins_004075f6","0x0040759e"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_004041fc","0x00404201"
"https://mkg.com/data#csum","csum","https://mkg.com/data#ins_00403e32","0x00403e03"
"https://mkg.com/data#matchPrompt","matchPrompt","https://mkg.com/data#ins_00403692","0x004036b1"
"https://mkg.com/data#processCmd","processCmd","https://mkg.com/data#ins_00407421","0x00407eeb"
"https://mkg.com/data#register_tm_clones","register_tm_clones","https://mkg.com/data#ins_00401433","RAX"
"https://mkg.com/data#sendHOLD","sendHOLD","https://mkg.com/data#ins_0040719e","0x004071a3"
"https://mkg.com/data#recvLine","recvLine","https://mkg.com/data#ins_00402ee4","0x00402ee9"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_0040483b","0x00404910"
"https://mkg.com/data#processCmd","processCmd","https://mkg.com/data#ins_004075fb","0x00407664"
"https://mkg.com/data#connectTimeout","connectTimeout","https://mkg.com/data#ins_0040322e","0x004032af"
"https://mkg.com/data#print","print","https://mkg.com/data#ins_00401a3b","0x00401e1f"
"https://mkg.com/data#waitpid","waitpid","https://mkg.com/data#ins_00401270","qword ptr [0x0060b150]"
"https://mkg.com/data#sendUDP","sendUDP","https://mkg.com/data#ins_00405ea3","0x0040622d"
"https://mkg.com/data#processCmd","processCmd","https://mkg.com/data#ins_004076bb","0x00407eeb"
"https://mkg.com/data#toupper","toupper","https://mkg.com/data#ins_00401060","qword ptr [0x0060b048]"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_004058fd","0x00405cd7"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_00404464","0x00405cdc"
"https://mkg.com/data#printchar","printchar","https://mkg.com/data#ins_00408fd6","0x00408ff7"
"https://mkg.com/data#print","print","https://mkg.com/data#ins_004018f5","0x004018fa"
"https://mkg.com/data#print","print","https://mkg.com/data#ins_00401bba","0x00401e1f"
"https://mkg.com/data#strlen","strlen","https://mkg.com/data#ins_004010c0","qword ptr [0x0060b078]"
"https://mkg.com/data#getOurIP","getOurIP","https://mkg.com/data#ins_00408158","0x004082e4"
"https://mkg.com/data#getBogos","getBogos","https://mkg.com/data#ins_00402b5c","0x00402978"
"https://mkg.com/data#getBogos","getBogos","https://mkg.com/data#ins_00402a34","0x00402a50"
"https://mkg.com/data#recvLine","recvLine","https://mkg.com/data#ins_00402f4e","0x00402fca"
"https://mkg.com/data#fdpopen","fdpopen","https://mkg.com/data#ins_00402320","0x00402421"
"https://mkg.com/data#negotiate","negotiate","https://mkg.com/data#ins_0040349b","0x004034c2"
"https://mkg.com/data#getCores","getCores","https://mkg.com/data#ins_00402c26","0x00402bb8"
"https://mkg.com/data#sendTCP","sendTCP","https://mkg.com/data#ins_00406842","0x00406754"
"https://mkg.com/data#frame_dummy","frame_dummy","https://mkg.com/data#ins_0040146b","0x00401400"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_00404264","0x00404269"
"https://mkg.com/data#processCmd","processCmd","https://mkg.com/data#ins_004073a8","0x00407eeb"
"https://mkg.com/data#main","main","https://mkg.com/data#ins_00408433","0x00408438"
"https://mkg.com/data#processCmd","processCmd","https://mkg.com/data#ins_00407be4","0x00407be9"
"https://mkg.com/data#sendTCP","sendTCP","https://mkg.com/data#ins_00406520","0x004066a2"
"https://mkg.com/data#fdpopen","fdpopen","https://mkg.com/data#ins_004022b3","0x00402421"
"https://mkg.com/data#sleep","sleep","https://mkg.com/data#ins_00401310","qword ptr [0x0060b1a0]"
"https://mkg.com/data#recvLine","recvLine","https://mkg.com/data#ins_00402edf","0x00402dc0"
"https://mkg.com/data#exit","exit","https://mkg.com/data#ins_004012d0","qword ptr [0x0060b180]"
"https://mkg.com/data#prints","prints","https://mkg.com/data#ins_00408d83","0x00408d88"
"https://mkg.com/data#getRandomPublicIP","getRandomPublicIP","https://mkg.com/data#ins_00403a4a","0x00403da0"
"https://mkg.com/data#main","main","https://mkg.com/data#ins_004086bf","0x00408542"
"https://mkg.com/data#main","main","https://mkg.com/data#ins_00408c72","0x00408c77"
"https://mkg.com/data#printf","printf","https://mkg.com/data#ins_00401120","qword ptr [0x0060b0a8]"
"https://mkg.com/data#matchPrompt","matchPrompt","https://mkg.com/data#ins_00403658","0x00403589"
"https://mkg.com/data#strcmp","strcmp","https://mkg.com/data#ins_00401200","qword ptr [0x0060b118]"
"https://mkg.com/data#StartTheLelz","StartTheLelz","https://mkg.com/data#ins_00404d51","0x00405cdc"
"https://mkg.com/data#parseHex","parseHex","https://mkg.com/data#ins_0040270a","0x004026b0"
"https://mkg.com/data#fdpopen","fdpopen","https://mkg.com/data#ins_004022ee","0x004022f3"
